id	score	length
3stat371	-0.5838335446662304	3820
3stat372	-0.5919520756361022	1717
3stat372-1	-0.6053361346464202	2130
3stat372-2	-0.6015387328539027	3472
3stat373	-0.6131314051135747	2303
3stat373-1	-0.5881134207059437	13165
3stat376	-0.5965753829186207	3092
3stat376-1	-0.5954929386173282	1776
3stat376-2	-0.5982347718554958	11536
3stat378	-0.598494949506937	19749
3stat381	-0.5837903456524063	12862
3stat384	-0.5895851925224957	32006
3stat390	-0.5803060400805233	3062
3stat390-1	-0.6272074305197393	1333
3stat390-2	-0.6455151168509156	8356
3stat392	-0.6044412941370846	993
3stat392-1	-0.5973754935270735	2327
3stat393	-0.6002277964377204	2269
3stat393-1	-0.6433337197374942	1072
3stat393-2	-0.6146786403785406	1474
3stat394	-0.5877904028599766	2883
3stat394-1	-0.6205260969377262	6078
3stat395	-0.6291958246539036	7711
3stat397	-0.588670003357613	20662
3stat400	-0.689032985739512	511
3stat400-1	-0.6230602525684932	1168
3stat400-2	-0.6106144781056058	1853
3stat401	-0.6361581321963645	401
3stat401-1	-0.5948483331308817	1222
3stat401-2	-0.5996308940804231	2842
3stat402	-0.5999850178190007	673
3stat402-1	-0.5915042979194519	935
4-2stat496	-0.5940823569340835	997
4-2stat496-1	-0.5900033030050554	3882
4-2stat497	-0.6221163841985887	775
4-2stat497-1	-0.595302470679422	824
4-2stat497-2	-0.5965604640569788	1415
4-2stat498	-0.6174508779119633	2259
4-2stat498-1	-0.6367431180339913	18034
4-2stat502	-0.7132490457717467	10013
4-2stat503	-0.6357810044235449	4931
4-2stat504	-0.6220914215630152	5459
4-2stat505	-0.6448030262067432	2319
4-2stat506	-0.6086910865148504	5345
4-2stat507	-0.60356096893187	1976
4-2stat507-1	-0.621210885313807	538
4-2stat507-2	-0.6400375439219498	4180
4-2stat508	-0.6270837183983698	5199
4-2stat509	-0.6361818937213417	2508
4-2stat509-1	-0.7017114919000702	15656
4-2stat512	-0.5886884175407838	8306
4-2stat516	-0.5822631330945609	2659
4-2stat516-1	-0.621655079381742	1321
4-2stat516-2	-0.6214431558466779	1046
4-2stat517	-0.6243688132688365	1951
4-2stat517-1	-0.6189067372406607	7977
4-2stat519	-0.6674496269000886	847
4stat445	-0.6355247006810193	14225
4stat448	-0.616753410232423	3282
4stat448-1	-0.5990536371647551	5798
4stat449	-0.6279208254085358	1832
4stat450	-0.612441979475555	1644
4stat450-1	-0.5977081230454163	2678
4stat450-2	-0.5932806714881742	5655
4stat451	-0.6416611850778989	1037
4stat452	-0.5878183302648692	1778
4stat452-1	-0.6226905211882453	8805
4stat453	-0.6461707663917702	2374
4stat454	-0.6920236734436718	24304
4stat458	-0.5946787155071567	7266
4stat459	-0.6102507124244991	1697
4stat459-1	-0.609788677782776	1372
4stat460	-0.5996034088349376	1422
4stat460-1	-0.6653432992788462	2600
4stat461	-0.5789523680206952	5279
4stat461-1	-0.5931049519656983	3666
4stat462	-0.6277414464877613	1961
4stat463	-0.5938827120950205	2558
4stat463-1	-0.6059207273745789	2078
4stat463-2	-0.6140455115142712	2216
4stat464	-0.590745490893983	1824
4stat464-1	-0.5998090988166012	20101
4stat469	-0.6045040971487555	34029
4stat474	-0.6461471788810961	792
4stat474-1	-0.6511607816305912	1129
4stat475	-0.5675100277729868	1993
4stat475-1	-0.6152417125597678	3111
4stat476	-0.6098255943413355	6368
4stat477	-0.5881537537936984	9926
4stat478	-0.5908805191247172	21216
4stat482	-0.5943612218255521	5751
4stat483	-0.6479878450776292	20643
4stat486	-0.6211028099060059	3584
4stat487	-0.6268839947514365	5308
4stat488	-0.6122365898893644	1884
4stat488-1	-0.585794561344808	8359
4stat489	-0.6357600013154817	4276
4stat490	-0.6043313457160596	7550
4stat491	-0.5874801788160724	1802
4stat492	-0.6168412976691695	2056
4stat492-1	-0.5907256122127242	2230
4stat493	-0.6117585018382353	4250
4stat493-1	-0.6216099591121496	5350
4stat494	-0.5862873544541117	1821
4stat495	-0.6500090521735113	1184
4stat495-1	-0.6217720816380607	1828
5-2stat536	-0.6524021085314576	1505
5-2stat536-1	-0.6306356590035582	2301
5-2stat537	-0.678910915107484	785
5-2stat537-1	-0.5951471903237951	12616
5-2stat539	-0.6222302145209194	1210
5-2stat539-1	-0.6498690732369169	1297
5-2stat539-2	-0.6239749051400744	1816
5-2stat540	-0.6186389487059112	1531
5-2stat540-1	-0.6044417031868758	2904
5-2stat541	-0.6168741449452765	5425
5-2stat542	-0.634619776732843	16043
5-2stat545	-0.6172904532651917	7356
5-2stat546	-0.6998836356149593	1136
5-2stat546-1	-0.6595090208643881	1761
5-2stat547	-0.6375755398665899	2497
5-2stat547-1	-0.6491887388271015	1145
5-2stat547-2	-0.6508634219615917	1218
5-2stat547-3	-0.6067270594647742	7310
5-2stat549	-0.6138925263375947	2244
5-2stat549-1	-0.6234654965608016	8832
5-2stat551	-0.630911742441753	1690
5-2stat551-1	-0.6180505718919607	3685
5-2stat552	-0.6178215705193244	4004
5-2stat552-1	-0.6558311125284002	3191
5-2stat553	-0.6154947508234002	2391
5-2stat553-1	-0.5928878375395762	4106
5-2stat554	-0.6467606017709011	1537
5-2stat554-1	-0.6047082928379187	4389
5-2stat555	-0.5988161018599356	3651
5-2stat556	-0.6198020508263985	2163
5-2stat556-1	-0.6501652406146995	986
5-2stat556-2	-0.6405737447459795	855
5-2stat557	-0.6430647870936058	3468
5-2stat557-1	-0.6487552061775662	1963
5-2stat558	-0.6137995977116985	20430
5-2stat561	-0.6220699673436028	2122
5-2stat561-1	-0.6181591303661617	4752
5-2stat562	-0.6159098408009747	1212
5-2stat562-1	-0.630392948111997	7306
5-2stat563	-0.6229047734638975	6807
5-2stat565	-0.6045875328735211	11241
5-2stat567	-0.5927327274692397	16336
5-2stat569	-0.645566384574884	2478
5-2stat569-1	-0.6084152869736366	1036
5-2stat569-2	-0.61011366466813	6179
5-2stat570	-0.584681462210222	8692
5-2stat572	-0.5915193528254962	10027
5-2stat574	-0.5869638781993914	5587
5-2stat575	-0.6653751456406133	1331
5-2stat575-1	-0.6173504261085552	6385
5-2stat576	-0.6019128921928756	2616
5-2stat577	-0.5961830129324237	6981
5-2stat578	-0.6203116088725739	1726
5-2stat578-1	-0.5955453946445528	11584
5-2stat580	-0.6350555419921875	1340
5-2stat580-1	-0.612448585454138	64716
5-2stat591	-0.625042739397005	19399
5-2stat594	-0.620009572453054	7482
5-2stat596	-0.6318915201822917	750
5-2stat596-1	-0.614868935471819	5855
5-2stat597	-0.5945752992646506	39879
5-2stat604	-0.6280387244853455	10031
5-2stat605	-0.5985609477207686	7338
5-2stat607	-0.6069692554835705	3690
5-2stat607-1	-0.6171757504511827	4883
5-2stat608	-0.6586117847495089	1018
5-2stat608-1	-0.6799238225175298	1132
5-2stat608-2	-0.6475161819707607	1834
5-2stat609	-0.6192165259669334	1359
5-2stat609-1	-0.6058295698195978	3170
5-2stat610	-0.6017219162263532	5524
5-2stat611	-0.6395964433625543	3686
5-2stat611-1	-0.6338995579158284	1429
5-2stat612	-0.6139846497135889	1102
5-2stat612-1	-0.6191578635686561	1264
5-3stat613	-0.6480816187483541	2848
5-3stat613-1	-0.5975515525883996	15922
5-3stat616	-0.6085840629466176	4723
5-3stat617	-0.6686311259575209	1077
5-3stat617-1	-0.6070455134505601	4642
5-3stat618	-0.6185708467503229	1742
5-3stat618-1	-0.6263234232534892	2454
5-3stat619	-0.6431023051586732	3482
5-3stat619-1	-0.593719516314156	12606
5-3stat621	-0.6022549638266804	4002
5-3stat622	-0.6190417163598965	809
5-3stat622-1	-0.615071676800618	981
5-3stat622-2	-0.6119227280052458	11247
5-3stat624	-0.6261848000919118	1156
5-3stat624-1	-0.5871472981887902	13903
5-3stat626	-0.6262660779451069	3040
5-3stat627	-0.6275062651789255	1261
5-3stat627-1	-0.6001148174157304	445000
5-3stat704	-0.638671328299944	25008
5-3stat709	-0.5908752226833042	47503
5-3stat717	-0.6287677863832853	19085
5-3stat720	-0.6184989901853719	1395
5-3stat721	-0.6190102927177534	10505
5-3stat723	-0.6315528290337238	6190
5-3stat724	-0.6016662130642105	1699
5-3stat724-1	-0.5735722995509439	3483
5-3stat725	-0.6005507886057734	11683
5-3stat727	-0.5994367678014925	4372
5-3stat727-1	-0.5985748986733672	1623
5-3stat728	-0.5910650541393749	5687
5-3stat729	-0.6013694328943648	2653
5-3stat729-1	-0.6440226596115126	1133
5-3stat729-2	-0.6609602594441563	2169
5-3stat730	-0.6124982744733863	856
5-3stat730-1	-0.6029092398678221	7140
5-3stat731	-0.6140657750571646	1476
5-3stat732	-0.6354039840367965	4620
5-3stat733	-0.5928797722653874	54249
5-3stat741	-0.6297719517716158	6523
5-3stat743	-0.6155691095188922	1846
5-3stat743-1	-0.6021276632915472	38011
5-3stat749	-0.6531878662109375	700
5-3stat749-1	-0.6204596686247986	32897
5-3stat755	-0.6297390338071843	970
5stat520	-0.5870493309491024	2451
5stat520-1	-0.5993080184939139	5833
5stat521	-0.5946185297119365	2174
5stat522	-0.6186910819303506	4336
5stat523	-0.593609776990167	1856
5stat523-1	-0.6395703864820076	3300
5stat523-2	-0.6131885089429944	11762
5stat525	-0.633789621316283	983
5stat526	-0.6028608293863262	5463
5stat527	-0.6233164293405782	867
5stat527-1	-0.6029853284624614	35004
5stat533	-0.636287910858061	654
5stat533-1	-0.6077682770240985	721
5stat533-2	-0.6475162894603237	1031
5stat533-3	-0.5953673577481841	3717
5stat534	-0.6052946270636792	2120
5stat534-1	-0.6402970917905086	5829
