term,jsd,count_early,count_modern,neighbours,scaled_jsd
election,0.6305806831606465,1150,2850,1713,0.475189725627554
determined,0.628255351686855,1796,2204,1641,0.47471054235222426
quorum,0.7070722895409669,1699,244,2305,0.4741865509761388
notwithstanding,0.6460376906487576,3470,530,2880,0.4722222222222222
reprieves,0.8157431432546428,134,24,195,0.4717948717948718
value,0.612414421504736,1125,2875,939,0.47177848775292863
devolve,0.7688798958366606,337,182,655,0.4717557251908397
revision,0.6781025934323963,1073,2927,3633,0.4715111478117259
suffrage,0.7061551080176817,1201,743,2306,0.47007805724197743
which,0.5544781526804275,2166,1834,49,0.46938775510204084
consideration,0.6265360808884999,3139,861,1637,0.468540012217471
nature,0.596006825743782,1945,2055,588,0.467687074829932
only,0.5392547049683101,962,3038,92,0.4673913043478261
regulated,0.6630355879590122,1725,2275,3826,0.46732880292733925
representative,0.6457573052833312,965,3035,2931,0.46673490276356194
majority,0.6239789897467927,1028,2972,1570,0.4662420382165605
debate,0.635200596567087,704,3296,2086,0.46596356663470756
numerous,0.6375981833909503,1445,2555,2288,0.4659090909090909
writs,0.685011606076752,3196,51,3213,0.4649859943977591
sealed,0.662932568234425,1244,2756,3838,0.4648254299114122
water,0.5776218333133817,704,3296,297,0.46464646464646464
respective,0.6440297538958429,3012,988,2786,0.4637473079684135
claim,0.6260334140951045,1471,2529,1672,0.46351674641148327
determine,0.6277978155704741,1178,2822,1738,0.46317606444188725
delay,0.6416919527599365,2154,1846,2642,0.4621498864496594
emit,0.7076663278697654,455,1351,2177,0.46164446485989896
letters,0.6175851621240667,2307,1693,1212,0.4612211221122112
north carolina,0.639969363583861,1787,2213,2614,0.45983167559296095
bankruptcies,0.741375163319665,198,460,833,0.4597839135654262
maritime,0.6723606145708643,1988,2012,3717,0.45977939198278184
place,0.5602893051235144,1389,2611,206,0.4563106796116505
proportion,0.63409049272743,2711,1289,2250,0.45511111111111113
prescribed,0.6594082330166127,2149,1851,3742,0.4548369855692143
blood,0.6102945151184069,985,3015,895,0.4547486033519553
appointment,0.638694460398662,2692,1308,2591,0.4542647626399074
land,0.5909505433845426,1864,2136,506,0.4525691699604743
nations,0.6152719353259255,2146,1854,1205,0.45145228215767635
oath,0.6415485297562679,3491,509,2839,0.4508629799225079
indian,0.619456199928781,1253,2747,1564,0.44884910485933505
proposed,0.6190773454019929,1994,2006,1504,0.4461436170212766
south carolina,0.6402044639821408,2566,1434,2898,0.44582470669427193
from,0.5548814962874735,1294,2706,36,0.4444444444444444
next,0.5600676782564632,1046,2954,250,0.444
qualifications,0.6647256119158561,2227,1773,3761,0.44376495612868916
representatives,0.6267821401673696,2831,1169,1890,0.4433862433862434
certify,0.6780385585600738,2631,612,3212,0.4417808219178082
buildings,0.6315427673268614,872,3128,2284,0.4413309982486865
disagreement,0.6737847164885075,767,2947,3424,0.44100467289719625
persons,0.6045525639354318,3369,631,778,0.44087403598971725
square,0.6207968672526246,518,3482,1682,0.4393579072532699
pennsylvania,0.6217090362224125,2769,1231,1727,0.438332368268674
concur,0.6715902970041536,3334,609,3485,0.43730272596843617
controversies,0.6824919356839875,1299,1406,2920,0.4366438356164384
imports,0.6567860514556126,1397,2603,3841,0.43660505076802913
chosen,0.6275285888949826,1896,2104,2096,0.4360687022900763
proceedings,0.6337375822709796,3079,921,2618,0.43506493506493504
authorized,0.6377156170855501,3120,880,2863,0.4338106880894167
removal,0.6464671537170629,1823,2177,3408,0.43339201877934275
contracts,0.6438979518622888,869,3131,3274,0.4331093463653024
rights,0.6029884432350915,1193,2807,838,0.4307875894988067
regulations,0.6324911050709655,1615,2385,2554,0.4303054032889585
open,0.5826157297310849,617,3383,441,0.42857142857142855
against,0.554397749801412,1446,2554,194,0.42783505154639173
under,0.5514868463679825,1710,2290,180,0.42777777777777776
silver,0.6240526041763612,1165,2835,1948,0.42761806981519507
well,0.5388344939659009,1093,2907,110,0.42727272727272725
whom,0.5916001977195651,2572,1428,651,0.4270353302611367
unusual,0.6360618620986784,392,3608,2939,0.42463422932970396
transmit,0.650402440524235,3107,893,3731,0.4242830340391316
first,0.5274581499591872,810,3190,99,0.42424242424242425
disqualification,0.7523568865015414,313,152,585,0.4239316239316239
form,0.5911882600943289,1277,2723,647,0.4234930448222566
rhode island,0.6425871322677715,3106,894,3356,0.4231227651966627
proper,0.6031602363136022,3069,931,959,0.42231491136600624
treaty,0.6126391792147077,3258,742,1538,0.4213263979193758
large,0.576175568809671,1003,2997,380,0.42105263157894735
stated,0.6281459327762337,1481,2519,2461,0.4205607476635514
arming,0.6931271762233654,1221,639,2221,0.4205312922107159
held,0.5950055122523364,893,3107,697,0.42037302725968434
army,0.5996101361157634,2223,1777,780,0.41923076923076924
ourselves,0.6200757752249197,2027,1973,1899,0.41706161137440756
liberty,0.6095761750997647,3299,701,1264,0.41693037974683544
grand jury,0.6647108789657533,1411,2589,3527,0.41650127587184577
employed,0.6210930271596431,2479,1521,1972,0.4132860040567951
arrest,0.6390602092836153,825,3175,3339,0.4126984126984127
officer,0.6025943167593287,2098,1902,1114,0.4111310592459605
engage,0.6297636735231334,1342,2658,2698,0.407709414381023
mentioned,0.6067165971880725,2817,1183,1260,0.40634920634920635
massachusetts,0.6225617194360763,2283,1717,2189,0.4061215166742805
court,0.565450654812556,2181,1819,335,0.4059701492537313
carrying,0.6214337358790564,1367,2633,2163,0.4054553860379103
rules,0.6102660809474374,949,3051,1483,0.4052596089008766
after,0.5240683562671451,927,3073,99,0.40404040404040403
approved,0.6264651212131088,1466,2534,2583,0.4037940379403794
actual,0.6214434040230016,813,3187,2249,0.4019564250778124
