term,jsd,count_early,count_modern,neighbours,scaled_jsd
payment,0.6177763394732102,2954,1046,1934,0.40020682523267836
an,0.5365595033345112,1037,2963,45,0.4
best,0.5582536112376941,996,3004,275,0.4
disorderly,0.6861156349457721,1258,622,2240,0.39955357142857145
judges,0.6217214090340725,2224,1776,2397,0.3971631205673759
troops,0.6051646396533192,2560,1440,1317,0.39711465451784356
within,0.5635748432814806,1405,2595,326,0.39570552147239263
raising,0.6221392122993187,1213,2787,2459,0.3944692964619764
member,0.6044088158410889,938,3062,1279,0.3940578577013292
judge,0.6016467476516469,1958,2042,1199,0.39282735613010844
amendment,0.6230610292191922,1606,2394,2556,0.3908450704225352
enumeration,0.6856986031369222,1543,225,2146,0.39002795899347625
plantations,0.6446369935692745,3122,878,3824,0.3899058577405858
have,0.5359589296752645,1371,2629,36,0.3888888888888889
produce,0.6039164417429206,1594,2406,1366,0.38799414348462663
speech,0.6101544654390793,846,3154,1746,0.38717067583046966
places,0.5988391344742512,1432,2568,1170,0.38632478632478634
compensation,0.6286057443966612,2039,1961,3053,0.3858499836226662
accordingly,0.6236538304385837,3025,975,2662,0.38580015026296016
legislative,0.6246839587726596,2054,1946,2752,0.3851744186046512
parts,0.5976954811242655,1807,2193,1071,0.38468720821662
at,0.553988650873931,927,3073,34,0.38235294117647056
will,0.5313742464637456,1665,2335,55,0.38181818181818183
inventors,0.6982071295744724,183,971,1439,0.38082001389854064
reserved,0.6349302476814298,1532,2468,3551,0.3804562095184455
time,0.5184310982087342,1127,2873,71,0.38028169014084506
charged,0.6161466925103901,1436,2564,2214,0.3771454381210479
suspended,0.6334011307775378,1314,2686,3489,0.3763255947262826
qualification,0.6643957986050903,1544,1093,2875,0.37426086956521737
senate,0.600559751771774,2183,1817,1356,0.37389380530973454
expenditures,0.6425595330186904,1453,2547,3802,0.3729615991583377
religious,0.5987649420701223,892,3108,1267,0.372533543804262
senators,0.6368072939844469,1709,2291,3763,0.3723093276640978
each,0.534821839173711,963,3037,156,0.3717948717948718
period,0.5945771386258903,919,3081,1037,0.3712632594021215
agreement,0.6103732891100406,754,3246,1895,0.3704485488126649
names,0.6065980766270208,1226,2774,1724,0.3700696055684455
citizen,0.620280707118271,2036,1964,2771,0.36809815950920244
pay,0.5687476986856821,1890,2110,499,0.3667334669338677
emoluments,0.6721249578993685,1948,25,2340,0.3658119658119658
elections,0.6192451578746291,897,3103,2916,0.36385459533607684
invasions,0.6788216162017165,697,847,1911,0.3626373626373626
excises,0.711178177943741,632,28,836,0.3624401913875598
removed,0.6110310826329013,1531,2469,2069,0.36152730787820203
forth,0.6058517495350423,2094,1906,1837,0.3603701687534023
once,0.5586506959465302,655,3345,333,0.36036036036036034
witnesses,0.6241821982364419,1987,2013,3275,0.35908396946564886
bear,0.6041260319414813,1555,2445,1723,0.3586767266395821
trial,0.6012592956451859,1445,2555,1641,0.3570993296770262
resignation,0.6334028060809008,2160,1840,3863,0.3561998446803003
required,0.5923381322350001,1495,2505,1074,0.35567970204841715
connecticut,0.6165041129836143,2462,1538,2680,0.3541044776119403
invasion,0.6264053997738658,1149,2851,3499,0.35324378393826805
jeopardy,0.6657105951601889,300,1863,2495,0.35190380761523044
vacated,0.6840392620939324,463,889,1676,0.35143198090692124
cases,0.5870112318669044,1284,2716,839,0.3504171632896305
otherwise,0.5968689073270915,1875,2125,1541,0.34977287475665153
shall,0.5278957872535878,3837,163,146,0.3493150684931507
follows,0.6104252813226143,1669,2331,2312,0.3477508650519031
contrary,0.6039460687915118,3011,989,1876,0.34701492537313433
granted,0.6066399769593143,2619,1381,1986,0.3469284994964753
created,0.5962871650921897,385,3615,1438,0.3463143254520167
any,0.5125456591145601,2340,1660,81,0.345679012345679
heads,0.6062733533039896,988,3012,1980,0.34494949494949495
testimony,0.6144919374109384,2078,1922,2901,0.34298517752499136
paid,0.5803369304160931,2290,1710,792,0.3409090909090909
secrecy,0.6371296014824529,1745,2255,3732,0.3408360128617363
meet,0.5875753935630829,1215,2785,960,0.340625
particular,0.5801712384025463,1690,2310,797,0.34002509410288584
gold,0.5956280068607246,867,3133,1519,0.3396971691902567
discoveries,0.6332440217409068,1541,2459,3808,0.3395483193277311
comfort,0.6116026128500933,1380,2620,2629,0.3389121338912134
before,0.5169302173474809,1325,2675,104,0.33653846153846156
religion,0.5931234536278878,2132,1868,1447,0.33517622667588115
assistance,0.6052994189584658,1719,2281,2067,0.3347847121432027
pursuance,0.638461648174246,3976,24,3637,0.33461644212262853
purposes,0.6053987390214272,2211,1789,2147,0.33395435491383324
territory,0.6102791091940619,1723,2277,2591,0.3338479351601698
sole,0.6188170688096988,1650,2350,3401,0.3337253748897383
courts,0.5975387207881993,2238,1762,1778,0.3329583802024747
indians,0.5972188558537517,2512,1488,1767,0.3322014714204867
opinion,0.5863485307779626,2797,1203,1014,0.32938856015779094
citizens,0.5912190425038446,2191,1809,1292,0.32894736842105265
ordain,0.670821793677285,1336,155,1851,0.3273905996758509
called,0.546271468719758,1014,2986,309,0.3268608414239482
receipts,0.6298532897447707,2671,1329,3801,0.3267561168113654
laws,0.5773748741949698,2572,1428,871,0.3237657864523536
probable,0.6143071739397593,3112,888,3200,0.3228125
repassed,0.7969467702775752,94,3,118,0.3220338983050847
death,0.5603381018878607,1420,2580,564,0.32092198581560283
insurrections,0.6889650730839005,842,95,1172,0.32081911262798635
return,0.5641751041143347,1782,2218,676,0.31952662721893493
senator,0.6131384672034252,424,3576,3203,0.3190758663752732
impeachments,0.7030580431626675,572,11,741,0.3184885290148448
needful,0.654298819653499,2051,126,2508,0.31738437001594894
papers,0.5893018138438207,2603,1397,1413,0.31634819532908703
consent,0.6035965191012002,2712,1288,2487,0.31403297145154807
inhabitant,0.6346262346674467,3362,309,3412,0.3071512309495897
taxes,0.5941267545838086,1741,2259,1855,0.3067385444743935
inability,0.6184364077088387,1038,2962,3828,0.30642633228840127
tranquility,0.623107642949134,3257,743,3802,0.3058916359810626
different,0.5484747003733887,830,3170,337,0.3056379821958457
subsequent,0.6054097507097569,1147,2853,2981,0.30124119423012413
relating,0.6139372299451333,2305,1695,3592,0.3012249443207127
likewise,0.5995006481229761,2852,1148,2480,0.3008064516129032
ambassadors,0.6374978183472212,2020,931,3070,0.3006514657980456
clear,0.5708873127157412,633,3367,813,0.3001230012300123
useful,0.5930621573797223,1645,2355,1869,0.2990904226859283
bribery,0.6588385860781532,686,1111,2168,0.2988929889298893
construed,0.6321413193867835,2454,1203,3408,0.29870892018779344
presented,0.5898630692938696,1173,2827,1731,0.29693818601964184
occasions,0.6069583789917163,2240,1760,3199,0.2960300093779306
made,0.511215460184656,1504,2496,105,0.29523809523809524
king,0.5639446642525291,2099,1901,740,0.2945945945945946
published,0.585922257935963,984,3016,1525,0.2904918032786885
but,0.5047339359578882,1069,2931,38,0.2894736842105263
had,0.5127347412762377,923,3077,45,0.28888888888888886
ratification,0.6242246417402639,2888,1112,3589,0.2875452772359989
objections,0.6111771866714091,2900,1100,3636,0.28657865786578657
what,0.5149635699538703,758,3242,56,0.2857142857142857
imposed,0.6048974770179677,1575,2425,3294,0.2856709168184578
choosing,0.6088527091652159,883,3117,3552,0.28519144144144143
reconsider,0.6393107009391628,548,1702,2576,0.28377329192546585
exports,0.6115717750630009,1224,2776,3814,0.28290508652333507
certain,0.5512337369751006,1801,2199,644,0.2826086956521739
reexamined,0.7383221418564487,60,190,321,0.2803738317757009
excessive,0.6097683003726612,1154,2846,3742,0.27899518973810794
delaware,0.5981191540249856,3204,796,2845,0.27838312829525486
necessary,0.5491580005131432,2540,1460,624,0.27724358974358976
temporary,0.6007432021732849,1332,2668,3160,0.27689873417721517
times,0.5435717513679132,723,3277,386,0.27461139896373055
executed,0.6018648181334671,2633,1367,3311,0.27393536695862275
among,0.5280103048614845,1192,2808,297,0.2727272727272727
think,0.511909122178546,938,3062,165,0.2727272727272727
vote,0.5846998729672753,1182,2818,1739,0.2719953996549741
previously,0.5938016469841997,711,3289,2509,0.27182144280589876
execute,0.603831385297848,3178,822,3532,0.2715175537938845
levying,0.6499490640539178,1659,116,2152,0.2690520446096654
discharged,0.6031893332917108,3303,697,3579,0.26599608829281923
particularly,0.5704662909322393,1242,2758,1029,0.2653061224489796
tribunals,0.6507067568213978,1066,490,1922,0.2648283038501561
enjoy,0.5860737750403311,1411,2589,1900,0.2631578947368421
consuls,0.6218867937841888,3549,125,3413,0.26281863463228833
inferior,0.6022556517368318,2852,1148,3603,0.2617263391618096
either,0.5442886612212366,1591,2409,516,0.2616279069767442
conviction,0.5989562635759035,1947,2053,3355,0.2608047690014903
ever,0.5287337745304109,1379,2621,334,0.26047904191616766
found,0.513322841328635,979,3021,242,0.2603305785123967
votes,0.5922967718322144,1611,2389,2903,0.2576644850155012
ministers,0.5937984487122664,3169,831,2756,0.2572568940493469
privilege,0.5999067088322709,2258,1742,3468,0.2569204152249135
blessings,0.6021733359772453,3318,682,3722,0.2557764642665234
least,0.5334186322632019,961,3039,399,0.2556390977443609
ships,0.5860308867229674,2628,1372,2061,0.2552159146045609
felonies,0.6612963911269575,543,491,1294,0.2527047913446677
jury,0.5920667734569882,1902,2098,2823,0.25256818986893376
houses,0.5744919142014033,1848,2152,1576,0.25253807106598986
lay,0.5718419894156586,1835,2165,1272,0.25157232704402516
agree,0.5773834768685246,1511,2489,1836,0.2510893246187364
reconsideration,0.664407771494291,473,411,1108,0.2509025270758123
impartial,0.6121600914785255,3059,941,3672,0.25054466230936817
executing,0.6147312216396458,2829,1171,3504,0.2502853881278539
his,0.5157153599609059,1199,2801,32,0.25
to,0.5218348122970771,1292,2708,4,0.25
penalties,0.6014506132599694,2159,1841,3743,0.24953246059310713
happen,0.573257727989818,831,3169,1532,0.24934725848563968
pardons,0.6655178147480554,528,286,1026,0.24853801169590642
rule,0.5732298452945218,1324,2676,1533,0.24853228962818003
actually,0.5624074052667752,379,3621,987,0.24822695035460993
calling,0.5811232449004309,793,3207,1943,0.24704065877509007
enter,0.5764474834178168,1846,2154,1804,0.2466740576496674
rebellion,0.6018883129080682,1976,2024,3834,0.2454355764214919
several,0.5184467809318273,1520,2480,322,0.2453416149068323
alter,0.5970587621551712,1774,2226,3466,0.24523946912867858
second,0.5201076251228106,795,3205,331,0.24471299093655588
thereby,0.5900791274734333,2258,1742,2777,0.24378826071299964
divided,0.5854419742463056,1711,2289,2477,0.24303593056116268
where,0.5096029418484342,1016,2984,103,0.24271844660194175
voted,0.5928512031105648,1203,2797,3234,0.24211502782931354
convened,0.615881626041794,1953,1532,3342,0.24207061639736685
be,0.5248762848447127,1955,2045,29,0.2413793103448276
until,0.5126226137148887,736,3264,307,0.24104234527687296
obligation,0.594558055512285,2191,1809,3367,0.24086724086724087
indictment,0.6087954698891146,1396,2604,3645,0.23731138545953362
manner,0.5546305199814268,3154,846,885,0.23502824858757063
redress,0.6023622875887774,3286,714,3763,0.2346532022322615
entitled,0.5815758813321142,2904,1096,2354,0.23322005097706033
amendments,0.5943236626066813,2827,1173,3565,0.23281907433380084
established,0.5694962983683975,1463,2537,1512,0.23214285714285715
taxed,0.6090073895528925,2685,1315,3503,0.2320867827576363
freedom,0.5709417016945307,1240,2760,1590,0.2320754716981132
define,0.5931685367766174,261,3739,3466,0.2316791690709752
faith,0.5643303302661531,1786,2214,1366,0.23133235724743778
witness,0.586296941944619,1746,2254,2766,0.23101952277657267
reserving,0.6332674124055451,1029,789,2186,0.23055809698078683
roads,0.5860856569943154,1479,2521,2742,0.22939460247994164
secure,0.5801026437453919,1994,2006,2296,0.22865853658536586
apportioned,0.6574709909352399,851,145,1248,0.2283653846153846
drawn,0.571633823705393,1828,2172,1825,0.2241095890410959
clauses,0.6138201643886152,1434,1402,3003,0.22377622377622378
promote,0.5788803077850105,1443,2557,2450,0.22244897959183674
breach,0.5945957536917732,2611,1389,3809,0.22210553951168285
supported,0.5764155986819969,1236,2764,2182,0.22043996333638863
privileges,0.5868506897551902,3097,903,3327,0.218214607754734
judgment,0.5667775162474499,2723,1277,1659,0.21820373719107897
inflicted,0.6039465650966628,1943,2018,3491,0.21741621311945
judicial,0.5866632445855142,1628,2372,3319,0.21723410665863213
prior,0.5757312020082569,477,3523,2422,0.2138728323699422
imposts,0.6410965995980437,1257,11,1586,0.2137452711223203
importation,0.5973572763464303,3534,466,3754,0.2136387852956846
exceptions,0.5927066371242289,1292,2708,3827,0.2106088319832767
absolutely,0.5754249756639477,1448,2552,2505,0.2087824351297405
violated,0.5911740954648458,1352,2648,3838,0.20739968733715478
powers,0.5584254141898357,2706,1294,1473,0.20706042090970808
seized,0.5804219357928655,2488,1512,3135,0.20637958532695375
pass,0.5548284213912199,1407,2593,1210,0.2049586776859504
repel,0.6110036119034367,1592,694,2602,0.20445810914681015
escaping,0.6043457575685599,842,2390,3204,0.20318352059925093
fines,0.5891044404217198,2318,1682,3827,0.20250849229161222
been,0.5062604431458397,1246,2754,55,0.2
attainder,0.6600818631241978,541,116,832,0.19831730769230768
passed,0.540147562330137,1922,2078,895,0.19776536312849163
recommend,0.5767460830980871,2123,1877,3042,0.19756738987508218
confederation,0.5875197654456488,3530,470,3819,0.19691018591254256
appointed,0.554280222870236,3359,641,1340,0.1962686567164179
ascertained,0.5896138256998237,3638,362,3774,0.19581346051934287
hundred,0.5336042718616617,2616,1384,766,0.19451697127937337
formed,0.5636771803575791,1911,2089,1878,0.19435569755058574
whose,0.5176322311218436,1481,2519,561,0.19429590017825313
extraordinary,0.5721741849256806,2053,1947,2692,0.18907875185735512
hold,0.538451742040034,1021,2979,928,0.18857758620689655
commander,0.5685516280353187,2315,1685,2549,0.18791683012946253
nominate,0.6008658987024784,1902,711,2855,0.184938704028021
swear,0.5820094723712869,1788,2212,3813,0.1848937844217152
choose,0.557986837256714,1157,2843,1824,0.18475877192982457
attainted,0.6620064700001065,531,7,682,0.18475073313782991
adjourn,0.603696311388233,2126,128,2578,0.18386346004654772
accept,0.5624671775876593,1287,2713,2068,0.18375241779497098
obliged,0.5614302541445327,3677,323,2130,0.1812206572769953
into,0.5028236280991025,874,3126,72,0.18055555555555555
danger,0.5564431273574436,2345,1655,1835,0.1787465940054496
highest,0.5560945350558318,1401,2599,1836,0.1786492374727669
preside,0.6127718045356837,1227,539,2144,0.17817164179104478
describing,0.577570077458518,480,3520,3663,0.17745017745017744
insure,0.5948954457406158,1390,1688,3135,0.17703349282296652
immediately,0.5383039739710191,2157,1843,1003,0.17647058823529413
miles,0.5329077419077924,1286,2714,913,0.17634173055859803
convene,0.6174019293822064,772,615,1717,0.17588817705299942
raise,0.5569973822765686,1167,2833,1859,0.17536309844002151
without,0.5032481902950761,1684,2316,189,0.1746031746031746
offenses,0.5769520588463036,2296,1704,3850,0.17246753246753246
elected,0.5634850869444005,1174,2826,2641,0.17190458159787958
prosecutions,0.605074943696597,1087,867,2319,0.17076326002587322
upon,0.5029398513953653,3246,754,188,0.1702127659574468
entered,0.5522997234542227,1796,2204,1756,0.16970387243735763
debts,0.5635528549384087,3510,490,2704,0.16826923076923078
limb,0.5782330958212545,660,3340,3803,0.1680252432290297
questioned,0.5738429558301003,623,3377,3821,0.16540172729651922
prescribe,0.5920050404951958,1250,1495,2947,0.165252799457075
adding,0.5592421496858088,571,3429,2556,0.16353677621283255
forts,0.5893605478627679,2429,595,3106,0.16162266580811332
no,0.5033335152103102,1332,2668,56,0.16071428571428573
invaded,0.5815418338722127,1528,2472,3528,0.16014739229024944
every,0.4953320569313317,2030,1970,138,0.15942028985507245
except,0.5381650250111971,1570,2430,1164,0.15893470790378006
crimes,0.5608142617262601,1523,2477,2946,0.1571622539035981
sufficient,0.5464930045377883,2929,1071,1576,0.15545685279187818
preserved,0.5659897645067116,2207,1793,3514,0.1553784860557769
more,0.4969409676684436,777,3223,58,0.15517241379310345
disparage,0.6700177784332472,86,286,473,0.1543340380549683
counted,0.5688341531804598,639,3361,3748,0.15288153681963715
intents,0.5876382565677317,2158,325,2764,0.15267727930535455
throughout,0.5431345140796123,504,3496,1492,0.15080428954423591
put,0.4915974210720705,1112,2888,300,0.15
become,0.4903849303219007,808,3192,442,0.14705882352941177
misdemeanors,0.6149367102947256,587,414,1253,0.14684756584197925
returning,0.5557324761317407,1252,2748,2735,0.146617915904936
proposing,0.5757861885735751,1631,2369,3516,0.14590443686006827
arising,0.5638214230316697,3281,719,3581,0.14521083496230103
diminished,0.5667774461725446,1398,2602,3826,0.1447987454260324
concerning,0.5512892515911038,2518,1482,2255,0.14456762749445676
excluding,0.5789868180586853,848,2547,3292,0.143681652490887
proceed,0.5515588048124846,3205,795,2398,0.14345287739783152
accusation,0.5797024723825501,1662,1638,3242,0.14342998149290562
impairing,0.6653761840499511,236,139,476,0.14285714285714285
prevent,0.5380546839292927,2078,1922,1435,0.14285714285714285
year,0.4883065532287638,516,3484,106,0.14150943396226415
constitution,0.5348475877684069,2913,1087,1274,0.141287284144427
writings,0.5620669138475374,1883,2117,3620,0.14116022099447514
fill,0.5500880689822443,1111,2889,2202,0.13896457765667575
flee,0.5718626444904463,993,3007,3526,0.13868406125921726
enemies,0.5498069437319768,2810,1190,2354,0.13636363636363635
cruel,0.5561773438850641,2386,1614,3424,0.1334696261682243
infringed,0.6203173963360569,488,264,952,0.1334033613445378
nobility,0.5686547935383452,2732,1268,3523,0.13142208345160375
was,0.48000548406499244,806,3194,23,0.13043478260869565
fled,0.5560044689696332,1444,2556,3580,0.12960893854748604
whatever,0.5188644375127544,1430,2570,1160,0.12844827586206897
equal,0.5324778137918857,2271,1729,1538,0.12743823146944083
ratifying,0.6241925445382026,465,180,818,0.12591687041564792
confession,0.5567077033169555,1771,2229,3823,0.12450954747580434
proved,0.5445569103143469,1732,2268,2293,0.12167466201482774
preserve,0.5472199541750405,1962,2038,2811,0.12095339736748488
treaties,0.5498306278131927,3341,659,3294,0.12082574377656345
searched,0.5539841766195477,531,3469,3822,0.12009419152276295
cession,0.5824238864982832,1746,107,2215,0.11873589164785553
securing,0.5510855256363366,2320,1680,3835,0.11760104302477184
another,0.48668118926887255,851,3149,189,0.1164021164021164
tribes,0.5496301329448482,1720,2280,3592,0.11553452115812918
dispose,0.5515650192418893,3261,739,3819,0.11547525530243519
faithfully,0.5563757251977879,3063,937,3724,0.11546723952738991
one,0.4803350146413855,905,3095,52,0.11538461538461539
smaller,0.5372833137093098,385,3615,2026,0.11303060217176703
nevertheless,0.543742037530549,1229,2771,2754,0.11292665214233842
my,0.47823385509130706,1323,2677,54,0.1111111111111111
adhering,0.5830634494629311,750,745,1853,0.11063140852671344
keep,0.4708918244700752,744,3256,439,0.10933940774487472
soldier,0.5413118105549474,1695,2305,2801,0.10888968225633702
prince,0.5351122861846733,1977,2023,2251,0.10884051532652154
regulate,0.5471917215655433,2099,1901,3694,0.10882512181916622
punishment,0.5407903272559518,2284,1716,2703,0.1076581576026637
thousand,0.5073025951161555,2603,1397,1156,0.10726643598615918
require,0.5194934918094164,1434,2566,1544,0.10686528497409327
greatest,0.5180173768703451,2255,1745,1479,0.1068289384719405
propose,0.5419590787434816,2475,1525,3463,0.10597747617672539
constitute,0.5442360630530912,1369,2631,3775,0.10331125827814569
establish,0.5341295020891925,1480,2520,2441,0.10282671036460467
treason,0.5460994196180022,3265,735,3778,0.1026998411858126
thirds,0.5409283354873011,1472,2528,3525,0.10184397163120568
legislatures,0.542813566978812,2949,1051,3824,0.10015690376569038
longer,0.4814646288773131,858,3142,839,0.10011918951132301
collect,0.5365985011718194,1311,2689,3156,0.0982256020278834
day,0.4774758076608219,1336,2664,112,0.09821428571428571
returned,0.5074116033415645,1515,2485,1273,0.09819324430479183
unreasonable,0.5470571477676902,2331,1669,3677,0.09817786238781616
delivered,0.5274393761994813,2535,1465,1940,0.0979381443298969
sent,0.4719425410686654,2169,1831,758,0.09762532981530343
publish,0.5409489506713623,1771,2229,3826,0.09644537375849452
borrow,0.5397874022830179,1496,2504,3824,0.09518828451882845
third,0.4651342334684269,933,3067,643,0.09486780715396578
granting,0.5400614152076768,2800,1200,3794,0.09383236689509752
disapproved,0.5731170375109532,805,572,1706,0.09202813599062133
deprived,0.5386804322716201,2754,1246,3794,0.09198734844491302
twice,0.5221042881439606,621,3379,1968,0.09197154471544715
originated,0.5433142600572467,1472,2528,3667,0.0919007362967003
is,0.4672587990620654,1063,2937,22,0.09090909090909091
electors,0.543114668617788,3726,274,3525,0.08907801418439716
taken,0.45552897028976963,2105,1895,402,0.08706467661691543
originate,0.5512419630771442,1096,1093,2521,0.0852836176120587
equally,0.5172338305813102,2120,1880,2069,0.08506524891251813
suppress,0.5371071045626071,1881,2119,3680,0.08233695652173913
approve,0.5298677977796997,2166,1834,3633,0.08202587393338838
maintain,0.5144968636654099,968,3032,2163,0.07905686546463246
nothing,0.4465444605676274,1271,2729,371,0.07547169811320754
attained,0.5334843237895751,2071,1929,3528,0.07454648526077097
immunities,0.5573667554999832,1268,399,2043,0.07440039158100832
delegated,0.5378078984429412,1694,613,2622,0.07398932112890923
protect,0.5094459904890426,533,3467,1944,0.07150205761316872
compelled,0.5266817267485174,2254,1746,3801,0.07077084977637464
when,0.4765237897953789,866,3134,57,0.07017543859649122
jurisdiction,0.5184060580791274,2444,1556,3354,0.06976744186046512
if,0.46876759428779813,1263,2737,58,0.06896551724137931
make,0.46728903450152914,1095,2905,116,0.06896551724137931
extend,0.5119432536628006,1985,2015,2822,0.0673281360737066
prohibited,0.5212004595319868,1911,2089,3820,0.06570680628272252
excepting,0.5257160428329509,3790,210,3550,0.0647887323943662
armies,0.518350801955205,2737,1263,3653,0.06433068710648782
receive,0.4577851536446695,2531,1469,1029,0.06316812439261418
purchased,0.5073494851069456,1717,2283,2945,0.06315789473684211
exported,0.5243787525253997,2895,1105,3625,0.062344827586206894
nor,0.43501571749176904,2659,1341,635,0.06141732283464567
accused,0.5046238171022936,652,3348,3043,0.06046664475846204
erected,0.5178618772937644,2987,1013,3772,0.059915164369035
retained,0.5184162581063239,1641,2359,3835,0.059713168187744456
appoint,0.5073723953810644,3593,407,3203,0.05931938807368092
giving,0.4627553656662259,1312,2688,1241,0.058823529411764705
give,0.44408368367275153,1799,2201,297,0.05723905723905724
declaring,0.5138345197772693,2525,1475,3838,0.05680041688379364
punish,0.5130518321264492,2304,1696,3824,0.05674686192468619
convicted,0.5098984005881764,1035,2965,3659,0.056572834107679694
habeas,0.5374250256524715,963,422,1716,0.055944055944055944
remain,0.4584738766928773,1584,2416,1289,0.05508145849495733
peaceably,0.537504829203988,1142,150,1612,0.05397022332506204
seas,0.5113025826933696,2094,1906,3814,0.05374934452018878
exceed,0.502601073223564,2456,1544,3624,0.052152317880794705
expire,0.512839468057981,1782,1087,3029,0.05183228788379003
expel,0.5257412304318398,715,667,1714,0.049008168028004666
declare,0.4925151734530755,3041,959,3200,0.048125
legislature,0.48149111425037333,2935,1065,2105,0.047505938242280284
fourths,0.5159330391961581,1089,849,2302,0.0473501303214596
unless,0.45129413775699784,1980,2020,1421,0.04574243490499648
punishments,0.5057103719371387,2258,1110,3282,0.04509445460085314
whenever,0.4844745661985559,1520,2480,2482,0.04472199838839645
ratified,0.5019846220113818,2851,1124,3497,0.042036030883614524
seven,0.3834089876823503,1262,2738,842,0.040380047505938245
eight,0.38218353110086145,1023,2977,934,0.03854389721627409
take,0.44170082185253956,1192,2808,159,0.03773584905660377
defend,0.4679119492671489,1769,2231,3013,0.036508463325589116
neither,0.4128444321316374,1782,2218,1280,0.0359375
monday,0.44126998347600177,1352,2648,1743,0.03499713138267355
compel,0.48686948102254385,2882,1118,3599,0.034176160044456796
composed,0.4715514707753007,1829,2171,3275,0.03389312977099237
six,0.35570135291314275,1028,2972,506,0.03359683794466403
days,0.4120729628909341,1159,2841,333,0.03303303303303303
obtaining,0.4749974597420945,2586,1414,3620,0.032044198895027624
deem,0.48101955723972056,3040,773,3451,0.031005505650536076
fourth,0.41928719527905733,1021,2979,1698,0.030624263839811542
elector,0.494086552294163,968,103,1334,0.029985007496251874
nine,0.3701473383709201,1116,2884,1369,0.029218407596785977
sundays,0.47975006856572106,387,3613,3803,0.0291874835656061
wherein,0.46441064672354954,3507,493,3463,0.028587929540860525
deny,0.45526242353532265,1777,2223,3245,0.02835130970724191
consist,0.46929552359126503,2742,1258,3794,0.0279388508170796
not,0.46473293944842015,1343,2657,37,0.02702702702702703
prohibiting,0.46544238243127445,1067,1465,2802,0.025339043540328336
tempore,0.5646812127318795,293,66,455,0.024175824175824177
five,0.38202590161543065,869,3131,332,0.024096385542168676
fifth,0.39776771723103704,1023,2977,2285,0.022757111597374178
sixth,0.40664071095082766,1164,2836,2944,0.020040760869565216
years,0.42375001391738343,609,3391,106,0.018867924528301886
four,0.36790429340696296,854,3146,292,0.017123287671232876
fifths,0.4649410009401104,609,648,1573,0.01652892561983471
abridging,0.5430553654750989,201,64,339,0.014749262536873156
december,0.34154267186936377,1653,2347,1672,0.01375598086124402
three,0.380710252208551,868,3132,146,0.0136986301369863
two,0.4110776732909427,899,3101,85,0.011764705882352941
ninth,0.38124127671046343,1168,2832,3648,0.009594298245614035
ten,0.3052281970629239,1557,2443,951,0.0031545741324921135
twenty,0.30322819827342207,1838,2162,961,0.002081165452653486
thirty,0.28406646426414156,1610,2390,1723,0.0017411491584445734
fourteen,0.3159435972505866,1799,2201,3657,0.0005468963631391851
a,0.4980621167848748,832,3168,5,0.0
are,0.4483960310149335,1085,2915,38,0.0
the,0.5371909652263192,1226,2774,1,0.0
