term,jsd,count_early,count_modern,neighbours,scaled_jsd
riot,0.7198958561507227,1504,2496,3655,0.6065663474692202
regular,0.6650488230246722,959,3041,1769,0.6065573770491803
distract,0.7401433610878051,321,1991,2628,0.606544901065449
turquoise,0.7573444254501863,10,1806,2183,0.6065048098946404
disciplining,0.8009788863941428,310,373,864,0.6064814814814815
notorious,0.7140501912370695,1174,2826,3766,0.6064790228359002
varnum,0.7790713202421621,1090,41,1410,0.6063829787234043
tapestries,0.8150831569777389,9,520,668,0.6062874251497006
ministry,0.6810365439735865,1792,2208,2753,0.6062477297493644
nathan,0.7024563391650793,923,3077,3718,0.6062399139322217
cleared,0.6902730650933606,1588,2412,3202,0.6061836352279825
vacancies,0.7372199849154725,1912,730,2879,0.6061132337617228
unaffected,0.7597465852639607,589,1076,2041,0.6060754532092112
tr,0.7317378624624635,1734,1464,3187,0.6058989645434578
sitting,0.6607402849436558,471,3529,1555,0.6057877813504823
dusty,0.7104887508454331,66,3934,3812,0.6057187827911857
appellate,0.7630862813906352,344,1133,1836,0.6056644880174292
skinned,0.7302696693573784,67,3223,3238,0.6053119209388511
excel,0.7338836399318633,843,2209,3116,0.6052631578947368
shock,0.6839631200783449,415,3585,2999,0.6052017339113037
milky,0.7230008240564049,162,3803,3495,0.6051502145922747
desk,0.6744181983196945,105,3895,2411,0.6051430941518042
gesture,0.7040875031447159,138,3862,3801,0.6051039200210471
retreats,0.7578649617758636,337,1397,2119,0.6050023596035866
binding,0.7055019365984921,1597,2403,3840,0.6049479166666667
its,0.5647732227775568,739,3261,81,0.6049382716049383
cooked,0.7004283849564911,55,3945,3639,0.6048364935421819
qualms,0.7937874430429945,71,683,954,0.6048218029350105
theory,0.6618269033160488,198,3802,1680,0.6047619047619047
coal,0.6956381166715416,439,3561,3461,0.6047385148800924
mouse,0.7041865436260312,165,3835,3784,0.6046511627906976
mos,0.814273425724269,238,305,688,0.6046511627906976
springfield,0.7176113673594818,1767,2233,3717,0.6042507398439602
store,0.6605190280727905,600,3400,1420,0.604225352112676
predicament,0.7388696074358554,681,1689,2683,0.6041744316064107
disposal,0.706461907305339,1266,2734,3835,0.6041720990873534
reuniting,0.8432894510895184,24,239,336,0.6041666666666666
hips,0.7060438943149635,193,3807,3855,0.6036316472114137
apparel,0.7232034043263162,1679,2239,3475,0.603453237410072
1974,0.7035624582777896,19,3981,3797,0.6033710824335001
valid,0.7026701890769688,1142,2858,3741,0.603314621758888
ingredients,0.6912296844633761,205,3795,3339,0.6031746031746031
cannon,0.7019711768251912,2586,1414,3731,0.6030554811042615
expand,0.6928950180602846,142,3858,3373,0.6030240142306552
plantation,0.6882834670115273,3118,882,3191,0.6029457850203698
vernon,0.7033721901859658,2516,1484,3780,0.602910052910053
kick,0.692921553133892,134,3866,3395,0.6026509572901325
remittance,0.7900091306390402,720,136,1072,0.6026119402985075
america,0.6213703143228809,1576,2424,463,0.6025917926565875
roll,0.6750142673744641,633,3367,2468,0.6025121555915721
action,0.6480973214097177,782,3218,991,0.6024217961654894
logic,0.6984865343126655,195,3805,3600,0.6022222222222222
dress,0.6708706327438878,675,3325,2088,0.6020114942528736
david,0.6534189433628944,742,3258,1103,0.6019945602901179
franklin,0.6788753769763172,2394,1606,2663,0.601952684941795
defender,0.7243209031833646,546,3157,3424,0.601927570093458
placid,0.7568026811242902,591,1200,2165,0.6018475750577367
supreme,0.6685404188291633,1728,2272,1935,0.6015503875968993
pick,0.6646924214538594,127,3873,1812,0.6015452538631346
prominent,0.6920497706770686,150,3850,3368,0.6015439429928741
servant,0.6625055755706988,3609,391,1759,0.6014781125639568
blended,0.7163631655126601,778,3222,3715,0.6013458950201884
alice,0.6979069974686434,137,3863,3592,0.6013363028953229
change,0.6225213072568814,459,3541,529,0.6011342155009451
castillo,0.786193229211228,12,987,1251,0.601119104716227
ridden,0.7337347922405267,81,2733,2983,0.6010727455581629
lawyers,0.6793702514136284,274,3726,2694,0.6009651076466221
miss,0.6599226004753863,1022,2978,1541,0.6009085009733939
topics,0.6960086137769769,245,3755,3523,0.6009083167754754
ka,0.7653300286660956,97,1278,1703,0.6007046388725779
disturbances,0.7343567856584288,1019,1697,2926,0.6004784688995215
evidence,0.644150365597153,885,3115,926,0.6004319654427646
stink,0.7470600076850384,106,1906,2380,0.6004201680672269
nonetheless,0.6987571071419729,4,3996,3621,0.6003866335266501
louis,0.6736747715903192,451,3549,2422,0.6003303055326177
duties,0.6664265330068895,3140,860,1894,0.6003167898627244
crime,0.6650643552433575,757,3243,1871,0.6002137894174239
expression,0.6705525819900806,689,3311,2141,0.6001868285847735
deprivation,0.7368575371598671,286,2098,2693,0.6000742666171556
progress,0.6642342224075954,1094,2906,1810,0.6
michael,0.6581702399760533,212,3788,1455,0.6
kleist,0.896044976026721,8,77,100,0.6
of,0.5557354624853263,1448,2552,5,0.6
in,0.566265481461059,1067,2933,5,0.6
deviation,0.727315545332021,801,2614,3299,0.5998787511367081
proven,0.7032533376470159,110,3890,3838,0.5997915581031787
beside,0.6734493676191033,343,3657,2397,0.5994993742177722
rescue,0.6937075270135784,426,3574,3488,0.5994839449541285
depicting,0.7332469997535439,16,2735,2948,0.5993894165535957
relish,0.7243299423941897,1426,2083,3344,0.5992822966507177
zane,0.785383708474258,234,752,1235,0.5991902834008097
crown,0.676156911693505,2486,1514,2631,0.5990117825921702
habits,0.6926213711557689,1226,2774,3428,0.5988914819136523
concerts,0.7192759523424533,128,3872,3538,0.5986433013001696
cramps,0.7847082837181103,76,953,1288,0.5986024844720497
circuit,0.6899823787919104,681,3319,3300,0.5984848484848485
charters,0.7351819031091451,1719,864,2839,0.5984501585065164
sense,0.6250369264280418,978,3022,640,0.5984375
marco,0.7279630342080303,66,3197,3222,0.5983860955927995
proprietors,0.702672951046554,3796,204,3837,0.5983841542872036
opera,0.6970015452426966,213,3787,3588,0.5983835005574136
potatoe,0.8635453421492956,177,12,239,0.5983263598326359
construct,0.7019694508810114,103,3897,3794,0.5983131259884027
marks,0.6809424927561426,1307,2693,2914,0.5981468771448181
picture,0.659393270812818,291,3709,1575,0.5980952380952381
integrity,0.6884689374247405,1542,2458,3232,0.5980816831683168
agent,0.6694260885951739,1168,2832,2062,0.5979631425800194
federal,0.6427078180533029,440,3560,838,0.5978520286396182
both,0.5786071813830147,889,3111,184,0.5978260869565217
lucy,0.6991561254819515,517,3483,3695,0.5975642760487144
exterior,0.7152454782591207,673,3327,3710,0.5973045822102426
perfect,0.6569851545021127,1192,2808,1388,0.5972622478386167
varieties,0.7036412970092516,264,3736,3848,0.5971933471933472
biography,0.7164759118864092,138,3862,3679,0.5971731448763251
memory,0.6613018506248557,632,3368,1760,0.5971590909090909
trust,0.6580385215748105,1521,2479,1534,0.5971316818774446
assumed,0.6810167750631791,813,3187,2982,0.5969148222669349
mode,0.6718787592419574,2372,1628,2304,0.5967881944444444
succour,0.7629544161669121,1375,9,1715,0.5965014577259475
premiums,0.7227232549334616,609,3129,3427,0.596440035016049
adjoining,0.7020140155123599,3152,848,3813,0.5963808025177026
swiss,0.708154773518802,571,3429,3807,0.5962700288941424
rushing,0.7012301173810861,241,3759,3782,0.5962453728186144
supplies,0.6763920710987757,1806,2194,2649,0.5960739901849754
chopped,0.6841070788130114,63,3937,3090,0.5957928802588996
fork,0.7012291730084221,362,3638,3800,0.5957894736842105
addressed,0.6792803399967391,1181,2819,2845,0.5957820738137083
cork,0.7280178745474885,1654,1543,3186,0.5957313245448839
composition,0.6893787952328226,694,3306,3323,0.5952452603069516
pollock,0.7475094691171847,437,1510,2310,0.5952380952380952
replacing,0.7071342636787901,182,3818,3802,0.5952130457653866
specifically,0.6778271658132199,71,3929,2727,0.5951595159515951
mythological,0.7880334268241213,12,762,978,0.5950920245398773
anna,0.6898141970304141,280,3720,3376,0.5950829383886256
crushed,0.7029162627612766,269,3731,3860,0.5950777202072539
existing,0.6725115878091619,690,3310,2427,0.5949732179645653
landers,0.7852906255109485,27,909,1172,0.5947098976109215
carson,0.7158174183599141,291,3709,3654,0.5946907498631636
noticed,0.6735807111704408,307,3693,2499,0.5946378551420568
mate,0.7006341298836065,1191,2809,3783,0.5942373777425324
lesson,0.680005375153455,312,3688,2927,0.594123676118893
turf,0.7178250172608468,466,3534,3528,0.5941043083900227
superb,0.725015778836675,373,3008,3286,0.5937309799147901
painting,0.6697501902325333,127,3873,2168,0.5936346863468634
transaction,0.7024975380226646,1671,2329,3856,0.5936203319502075
glue,0.71679078012514,194,3806,3634,0.5935608145294441
1977,0.6956760598775125,23,3977,3597,0.593550180706144
kind,0.6184880367399193,1165,2835,455,0.5934065934065934
realize,0.6732066193647538,102,3898,2481,0.5933091495364772
object,0.6567132786836595,2244,1756,1544,0.5932642487046632
anybody,0.6814958919950208,17,3983,3038,0.5931533903884134
nurse,0.6801141257630036,353,3647,2996,0.5931241655540721
around,0.5945142203520454,89,3911,231,0.5930735930735931
cause,0.6365184955884212,2089,1911,739,0.5926928281461434
metaphorical,0.7664492035485696,66,1253,1640,0.5926829268292683
drives,0.6917015898222345,144,3856,3466,0.5926139642238892
packed,0.6846114001534164,269,3731,3183,0.5925227772541627
warning,0.6797080375791537,499,3501,2988,0.5923694779116466
cream,0.673515436007093,151,3849,2528,0.5921677215189873
broom,0.7339477820228154,390,2017,2706,0.5920177383592018
assistants,0.7071151700789964,1259,2741,3806,0.5919600630583289
property,0.6476871291684403,2067,1933,1017,0.591937069813176
raw,0.6838083065551325,485,3515,3139,0.5919082510353616
stamps,0.7216418535253712,821,2895,3425,0.5918248175182482
reflection,0.6825948648269939,1332,2668,3055,0.5918166939443535
chevalier,0.7362053258113302,2022,239,2582,0.5917893106119287
colliers,0.8681573513716196,65,111,218,0.591743119266055
1862,0.7780069917438452,13,1074,1349,0.5915492957746479
predictions,0.7094830579003433,482,3518,3750,0.5914666666666667
ruth,0.6999975741773551,234,3766,3786,0.5913893291072372
acquainting,0.782830203476754,923,50,1221,0.5913185913185913
pack,0.678181680456915,258,3742,2857,0.5911795589779489
thereupon,0.7056859802810962,3930,70,3803,0.5911122797791217
standing,0.6554288394183613,613,3387,1372,0.5911078717201166
scramble,0.7345671004669281,116,2240,2670,0.5910112359550562
waving,0.7048470014811246,397,3603,3824,0.5910041841004184
decision,0.6541068821824103,447,3553,1242,0.5909822866344605
griffin,0.7054171184136394,851,3149,3816,0.5909329140461216
turkey,0.6780814930394488,252,3748,2889,0.5908618899273105
western,0.6546365120593619,713,3287,1310,0.5908396946564886
coloured,0.7023703778683822,3668,332,3832,0.5908141962421712
haggard,0.7792007873633157,125,933,1322,0.5907715582450832
thereunto,0.7303400946916551,2734,11,2947,0.5907702748557856
courier,0.7388054362472405,747,1454,2533,0.5906040268456376
providing,0.6694866770324915,571,3429,2183,0.5904718277599633
usher,0.7349175235165342,599,1703,2620,0.5904580152671756
attacks,0.6741457974332844,357,3643,2634,0.5903568716780562
intimacy,0.7082747824670329,709,3291,3761,0.5902685455995745
earlier,0.6553540094956536,124,3876,1369,0.5902118334550767
attended,0.6651170483946254,2285,1715,2018,0.5901883052527255
officers,0.6386151623834109,2779,1221,822,0.5900243309002433
felt,0.6238172159135427,448,3552,602,0.5897009966777409
creation,0.6735039726894649,757,3243,2598,0.5896843725943033
mortgaged,0.7809755553033492,821,186,1260,0.5896825396825397
ways,0.6422761339546962,528,3472,960,0.5895833333333333
row,0.6776647918172173,273,3727,2887,0.5895393141669553
lisbon,0.709018914485755,3334,666,3738,0.5893525949705725
tho,0.6687605166900329,3963,37,2228,0.5893177737881508
so,0.5708918090248496,1315,2685,56,0.5892857142857143
contaminated,0.7176833109134287,218,3762,3498,0.5891938250428816
busy,0.6761645751410073,412,3588,2723,0.5890561880279104
university,0.6174207982129201,59,3941,455,0.589010989010989
provide,0.6418932965462677,446,3554,844,0.5888625592417062
erie,0.7147433422898242,2696,1304,3631,0.5888185072982649
1927,0.7394874881605209,28,2083,2456,0.5887622149837134
rebecca,0.7009731400746746,862,3138,3849,0.5887243439854508
thermometer,0.7321152743848829,760,1677,2730,0.5886446886446887
book,0.6247540134622787,600,3400,649,0.588597842835131
substantial,0.6799211211750948,514,3486,3026,0.5885657633840052
vulgarity,0.7985303820848567,72,546,785,0.5885350318471337
pretended,0.6983896304569297,2518,1482,3799,0.5883127138720716
considerations,0.6896451692942133,2085,1915,3500,0.5882857142857143
ornamental,0.748639116059359,537,1292,2193,0.5882352941176471
stage,0.6556035314901617,442,3558,1605,0.5881619937694704
barrier,0.700092170048254,442,3558,3833,0.588051134881294
judgments,0.6983332163318492,1647,2353,3782,0.588048651507139
bloom,0.7010215540515579,807,3193,3863,0.5878850634222107
spasm,0.784158804313553,232,678,1138,0.5878734622144113
harvesting,0.7326544234984697,30,2428,2749,0.5878501273190251
arrangements,0.6894659701293164,1448,2552,3452,0.5877752027809965
dartmouth,0.7372822339110533,810,1400,2537,0.5877020102483248
infamous,0.7079417477505112,1874,2126,3747,0.5876701361088871
firmness,0.7151070073214719,3578,422,3536,0.5876696832579186
joke,0.6896281954616662,134,3866,3460,0.5875722543352602
active,0.6608270191255974,676,3324,1874,0.5875133404482391
willy,0.7328140421727717,149,2229,2686,0.5874906924795235
newport,0.7052611901175105,2320,1680,3797,0.587305767711351
connection,0.6709723438054627,757,3243,2422,0.5871180842279108
pumped,0.7264694132600081,39,3056,3138,0.5869980879541109
frozen,0.682690881350701,226,3774,3156,0.5868187579214195
shows,0.6539988017234566,108,3892,1384,0.5867052023121387
should,0.566339593468613,1741,2259,104,0.5865384615384616
charity,0.6868713265837997,1631,2369,3390,0.5864306784660767
communicate,0.6815743927950968,1803,2197,3132,0.5862068965517241
bake,0.6944798680752108,306,3694,3666,0.5861974904528096
sensuality,0.7824233325756684,303,621,1155,0.5861471861471862
heightened,0.713765517535837,600,3400,3626,0.5860452289023718
hazards,0.7181655700965053,598,3183,3444,0.5859465737514518
riordan,0.8054267514194021,13,523,678,0.5855457227138643
laurens,0.7228682377385481,3201,142,3271,0.5854478752675023
thing,0.6067441649233278,1297,2703,328,0.5853658536585366
virginian,0.7855093979829129,329,442,974,0.5852156057494866
angular,0.7430081675523955,107,1871,2345,0.5850746268656717
black,0.6064105433408489,363,3637,347,0.5850144092219021
politicians,0.682295056499849,268,3732,3187,0.5848760589896455
listening,0.6723788809687904,131,3869,2634,0.5846621108580107
herself,0.6461674281838763,600,3400,1047,0.5845272206303725
prized,0.7317380053064161,262,2149,2711,0.5842862412393951
dorr,0.8041528010308473,83,449,671,0.5842026825633383
pace,0.6793502809181563,357,3643,3037,0.584129074744814
interpose,0.7749632490563512,1029,54,1344,0.5840773809523809
yields,0.7005589708912207,602,3398,3829,0.583964481587882
farther,0.6721865706486233,2191,1809,2586,0.5839133797370456
roots,0.6775886579065811,484,3516,2939,0.583872065328343
thoughtful,0.7071615164076795,363,3637,3739,0.5838459481144691
dem,0.7560155993070039,160,1322,1843,0.5838307107976126
burke,0.7001847747220141,1226,2774,3864,0.5835921325051759
namesake,0.7687335238507601,84,1068,1436,0.5835654596100278
rim,0.7025375000463189,143,3857,3820,0.5835078534031414
barked,0.7457225389524219,38,1804,2206,0.5834088848594742
georgians,0.7633536557939752,95,1122,1519,0.5832784726793944
acceptance,0.6857294424520671,1176,2824,3335,0.5832083958020989
brady,0.7126208656754437,127,3873,3591,0.5831244778613199
grower,0.7836077780410964,17,843,1077,0.5831012070566388
dividend,0.7228325997036438,1084,2177,3221,0.5830487426265135
affect,0.6700098247089402,702,3298,2427,0.5830243098475484
respectfully,0.7064995498268088,3220,780,3758,0.5830228845130389
vortex,0.7567084258846921,538,914,1803,0.5829173599556295
thereto,0.69663821050149,3959,41,3816,0.5828092243186582
sorrel,0.760774506764418,1028,332,1685,0.5827893175074184
winchester,0.7277076930493063,1424,1354,2962,0.5827143821742066
politics,0.6563135140038078,334,3666,1766,0.5826727066817667
famed,0.7277717672323211,321,2621,3066,0.5825179386823223
timely,0.7100083974401629,1262,2738,3688,0.5824295010845987
watt,0.7349202474538752,328,1890,2545,0.5823182711198428
whim,0.7506014572033075,453,1153,1979,0.5821121778676099
new hampshire,0.6840940435678581,2523,1477,3266,0.5820575627679119
commissioners,0.669913630916825,3478,522,2465,0.5817444219066937
lucky,0.6763702495457448,158,3842,2990,0.5816053511705686
valuation,0.7222001190438239,1940,1422,3279,0.5815797499237573
foregoing,0.7024185167312653,3589,411,3819,0.5815658549358471
constituents,0.6989498520439261,2379,1621,3859,0.5814977973568282
flood,0.6901697418246657,896,3104,3550,0.5814084507042253
express,0.6613695834312466,2028,1972,2028,0.5813609467455622
adam,0.6762962009319261,1015,2985,2945,0.5813242784380306
clerk,0.6739539185294667,2891,1109,2740,0.581021897810219
insight,0.6964826913064748,70,3930,3803,0.5808572179858007
encounter,0.6859544665185007,552,3448,3378,0.5808170515097691
1919,0.7345692407167241,50,2165,2544,0.5805817610062893
stability,0.6843613180128684,325,3675,3342,0.5804907241172951
scraps,0.7297501998790588,155,2309,2753,0.5804576825281511
cheap,0.680017085464958,602,3398,3136,0.5803571428571429
detached,0.7106018600168338,1929,2071,3661,0.5801693526358919
attests,0.8028144371127762,46,517,712,0.5800561797752809
monopoly,0.7098349249595316,1050,2950,3681,0.5800054333061668
assuming,0.6968061914160797,632,3368,3814,0.5799685369690614
chocolate,0.6805649637829637,196,3804,3154,0.5798985415345593
enhanced,0.6959073756053944,187,3813,3819,0.579732914375491
president,0.6072703804861487,1045,2955,378,0.5793650793650794
acceptable,0.685583081618813,1073,2927,3392,0.5793042452830188
brushing,0.7262440973388107,42,2835,3032,0.579155672823219
prerequisite,0.7550237566456319,79,1377,1808,0.5790929203539823
bleak,0.7265348651470445,209,2634,3012,0.5790172642762285
unstable,0.720914904549457,241,3110,3273,0.5789795294836542
brest,0.7493812541916871,1434,131,1931,0.5789746245468669
bills,0.6580460250272923,2266,1734,1869,0.5789192081326913
dollars,0.6437806784283365,2310,1690,1030,0.5786407766990291
life,0.5684343837641076,826,3174,159,0.5786163522012578
accelerated,0.714266962110638,283,3680,3493,0.5785857429144002
embarrassed,0.6955228306928692,683,3317,3822,0.5784929356357927
designation,0.7292977178136391,193,2344,2804,0.5784593437945792
drifted,0.7075575343430681,121,3879,3724,0.5784103114930182
challenged,0.6944467118238667,205,3795,3749,0.578287543344892
rigged,0.7436403172017371,172,1677,2212,0.5782097649186256
watts,0.7109227970718488,1258,2742,3591,0.5781119465329991
mercer,0.7123012326075607,2338,1662,3527,0.5781117096682733
fora,0.8216566320436239,108,265,474,0.5780590717299579
friendship,0.6703404828028594,2637,1363,2550,0.5780392156862745
lacerating,0.8756648252320296,11,80,109,0.5779816513761468
their,0.5687068081939471,1467,2533,45,0.5777777777777777
apear,0.8963821111316217,48,3,45,0.5777777777777777
marquis,0.6959694333203569,3328,672,3827,0.5777371309119415
advances,0.6923186232496255,1128,2872,3675,0.577687074829932
governing,0.6978517847074506,943,3057,3866,0.5775995861355406
influential,0.6951987042798865,265,3735,3820,0.5774869109947643
dumb,0.7015271202456089,479,3521,3817,0.5774168194917474
hostility,0.7042176766994331,1260,2740,3764,0.5773113708820404
compliance,0.6880600265766623,1391,2609,3524,0.5771850170261067
pending,0.7031403542075157,616,3384,3786,0.5771262546222926
professors,0.6929897116880406,930,3070,3727,0.5768714784008586
propositions,0.7033155455054118,2848,1152,3774,0.5768415474297828
molesting,0.8211857637474226,60,319,482,0.5767634854771784
authors,0.6701462910321873,717,3283,2629,0.5766451122099657
misstated,0.8212414844231926,30,327,453,0.5761589403973509
shortage,0.7074610114946757,17,3983,3689,0.576036866359447
routes,0.7013360306642457,156,3844,3811,0.5759643138283915
gates,0.6804659286339032,1377,2623,3209,0.5758803365534434
settling,0.6952431461925902,1792,2208,3829,0.5758683729433273
charm,0.6962501761395428,1091,2909,3842,0.5757418011452369
sculptures,0.718098849722514,21,3440,3332,0.5756302521008403
hiding,0.6936264896187597,133,3867,3794,0.5751186083289405
incarnation,0.7374371935983274,259,1750,2374,0.5749789385004213
mutters,0.7856383252293788,10,684,887,0.5749718151071026
cake,0.6830269157071188,140,3860,3355,0.574962742175857
urgency,0.71109395926872,374,3626,3526,0.5748723766307431
questions,0.6378009404536427,317,3683,969,0.5748194014447885
fishing,0.6695451365980082,320,3680,2634,0.574791192103265
fatigue,0.6942843919246874,1325,2675,3824,0.5747907949790795
description,0.6650606573900083,2052,1948,2307,0.5747724317295189
house,0.5753332407499778,1558,2442,174,0.5747126436781609
br,0.7256781690360654,1819,896,2925,0.5747008547008547
liquid,0.6820149640223729,202,3798,3283,0.5744745659457813
brief,0.6720223434380627,227,3773,2735,0.5744058500914077
medicine,0.6630710427678136,536,3464,2234,0.5743061772605192
renewal,0.7067989973931195,878,3122,3708,0.5741639697950378
mumbled,0.7346980252500117,7,2093,2449,0.57411188240098
urged,0.6822230095799273,1810,2190,3327,0.5740907724676886
themselves,0.6139590113551368,1703,2297,493,0.5740365111561866
georges,0.7411626620224061,188,1677,2223,0.5739991003148898
natural,0.6421901654414094,769,3231,1021,0.5739471106758081
favors,0.6962921774303724,1484,2516,3864,0.5737577639751553
dickinson,0.711512170558584,1827,2158,3497,0.573634543894767
invests,0.7792299055012177,125,783,1137,0.5734388742304309
luke,0.6888960927284036,713,3287,3589,0.5734187796043466
parent,0.6634264559297626,720,3280,2252,0.5732682060390764
1959,0.7090139202781596,136,3864,3606,0.5732113144758736
guarantee,0.6905291836607451,539,3461,3690,0.573170731707317
rose,0.6527972996448117,720,3280,1532,0.5731070496083551
too,0.5704965357237571,765,3235,171,0.5730994152046783
committed,0.6558946074449581,2183,1817,1836,0.5729847494553377
discretionary,0.7379123041441599,715,1269,2351,0.572947681837516
gathering,0.6831502130864125,339,3661,3386,0.5729474305965742
argues,0.6866265098863589,161,3839,3514,0.5728514513375071
bail,0.6964326509192241,1982,2018,3828,0.5726227795193313
lap,0.689549229908744,271,3729,3631,0.572294133847425
symptoms,0.6718009481194739,852,3148,2691,0.5722779635823114
bradley,0.6981644407262113,327,3673,3821,0.5721015440984035
violent,0.6675053945513615,1417,2583,2505,0.5720558882235529
town,0.6127968323667359,2020,1980,458,0.5720524017467249
lustrous,0.8023088635746621,10,475,612,0.5718954248366013
note,0.6482275292926073,886,3114,1197,0.5714285714285714
hurried,0.6975644085342099,927,3073,3822,0.5714285714285714
requisite,0.6944631645606715,3179,821,3833,0.5713540307852857
achieve,0.672087691888866,12,3988,2880,0.5711805555555556
guide,0.6605260955837541,543,3457,2157,0.5711636532220676
terrestrial,0.7252782351275713,426,2222,2882,0.5711311589174185
puffing,0.7641387482652108,74,1035,1378,0.5711175616835994
leech,0.7971164330377501,239,343,741,0.5708502024291497
hammering,0.7596852555349052,38,1296,1659,0.5708257986738999
caps,0.7014131155380421,657,3343,3783,0.570711075865715
claiming,0.6931289597185935,899,3101,3808,0.570640756302521
admit,0.6654187309103181,1962,2038,2445,0.5705521472392638
lancaster,0.6921236300191451,3261,739,3772,0.5705196182396607
household,0.6779410565813648,267,3733,3156,0.5703422053231939
planter,0.7553124042611291,632,741,1699,0.570335491465568
utensils,0.7285665016896011,1260,1040,2618,0.5702826585179527
expedition,0.6811809582197189,2557,1443,3344,0.5702751196172249
accomplishment,0.704309323282802,1468,2532,3725,0.5702013422818792
monthly,0.6813664891909919,885,3115,3303,0.5700877989706328
revised,0.6992563744101391,382,3618,3823,0.5699712267852471
squash,0.7070606531101256,27,3973,3653,0.5699425130030112
offen,0.8823679048796912,56,25,93,0.5698924731182796
cancers,0.7228403766285185,101,2698,2971,0.5698418041063615
fundamental,0.6733627890773048,507,3493,2943,0.5698267074413863
suggestions,0.6916882717543074,518,3482,3751,0.5697147427352706
assemble,0.700235472184812,1859,2141,3801,0.5695869508024204
canters,0.8235376353234293,281,11,374,0.56951871657754
patriot,0.7077244757274905,2138,1862,3633,0.5695017891549683
comprehensible,0.7957865155690272,27,569,757,0.5693527080581242
cash,0.6592018364498138,809,3191,2062,0.5693501454898157
anticipation,0.7060658429734815,601,3399,3680,0.5692934782608695
overturned,0.7262015379213143,494,2068,2823,0.5692525681898689
affairs,0.6533996610816372,2405,1595,1680,0.569047619047619
regulation,0.672612483839338,1088,2912,2942,0.5690006798096533
arresting,0.7447854276315932,278,1271,1914,0.5689655172413793
foreign,0.6360593194875013,1489,2511,909,0.5687568756875687
ordnance,0.7382617561215766,1418,514,2298,0.5687554395126196
timed,0.7257189248931666,453,2048,2780,0.568705035971223
playful,0.722791805676569,176,2646,2989,0.5684175309468049
concern,0.6539946122595812,829,3171,1742,0.5683122847301951
1948,0.705637914598126,63,3937,3676,0.5682807399347116
upright,0.694026444199725,1218,2782,3855,0.5680933852140078
marred,0.7625967918401463,105,1027,1412,0.5679886685552408
shafts,0.74582828659423,380,1139,1886,0.5678685047720042
plymouth,0.7071868977317353,2742,1258,3623,0.5677615235992272
jure,0.7981526828819582,268,259,666,0.5675675675675675
ea,0.7298763008447843,1368,858,2553,0.5675675675675675
ground,0.6254567231922197,1300,2700,689,0.5674891146589259
emilia,0.777591731746657,482,415,1123,0.5672306322350846
similes,0.8457250861438308,21,167,238,0.5672268907563025
demolition,0.7440450420404012,206,1497,2084,0.5671785028790787
improve,0.657743824675042,520,3480,2014,0.5670307845084409
21st,0.6832699359607447,1944,2056,3461,0.5665992487720312
recorded,0.6710927084854031,936,3064,2771,0.5665824612053411
early,0.6115678072971492,394,3606,452,0.5663716814159292
sections,0.6834339309297551,336,3664,3466,0.5663589151759953
sunset,0.693182924984217,188,3812,3864,0.5662525879917184
changes,0.6468063407143703,232,3768,1210,0.5661157024793388
freckles,0.7616610267229645,40,1108,1431,0.5660377358490566
secession,0.7772246761579902,117,783,1129,0.5659875996457041
gloves,0.6918453082054711,510,3490,3808,0.5659138655462185
dance,0.6581872943883922,251,3749,2099,0.5655073844687947
barclay,0.7220985728064911,2551,417,3077,0.5654858628534286
plying,0.8007055854948444,154,314,589,0.565365025466893
sprouting,0.7625603585406155,38,1083,1394,0.5652797704447633
herb,0.7052516168856817,297,3703,3664,0.5652292576419214
indispensible,0.7593816586565824,1112,59,1458,0.5651577503429356
brokers,0.7158480882839793,241,3103,3272,0.5650977995110025
berlin,0.6870547689834526,453,3547,3660,0.5650273224043716
absence,0.665833472585513,1297,2703,2548,0.564756671899529
releasing,0.7113158908028301,211,3452,3411,0.5646437994722955
manages,0.7054738778855587,75,3925,3650,0.5641095890410959
discreet,0.7257962821345068,880,1454,2652,0.5641025641025641
lottery,0.6970969702008738,1727,2273,3819,0.5640219952867243
captured,0.6791986660687053,870,3130,3275,0.563969465648855
ensure,0.6691763685704879,252,3748,2674,0.5639491398653702
lions,0.6945176131590227,360,3640,3824,0.5635460251046025
sundry,0.6875432685340922,3850,150,3675,0.5635374149659864
embarkation,0.7582405030482675,1136,113,1564,0.5632992327365729
experiment,0.6712124978955033,926,3074,2940,0.563265306122449
vincent,0.6909187840740397,462,3538,3828,0.5632183908045977
toast,0.6972663506586197,552,3448,3814,0.563188253801783
kin,0.7087388805957207,588,3390,3497,0.5630540463254218
facto,0.7209867763375505,588,2167,2950,0.5627118644067797
drinks,0.6861254095032049,333,3667,3637,0.5625515534781413
flushed,0.7150606025974319,277,3052,3266,0.5624617268830373
sharply,0.6908834166520946,89,3911,3821,0.5624182151269301
negotiators,0.7454063297867018,109,1374,1844,0.5623644251626898
intrusions,0.7836759518804283,130,562,882,0.562358276643991
need,0.5973060322754848,262,3738,297,0.5622895622895623
nootka,0.8571259102840046,127,23,185,0.5621621621621622
during,0.5858974480336444,614,3386,251,0.5617529880478087
vessels,0.6532489242125508,3366,634,1788,0.5615212527964206
sting,0.7093112997856242,796,3032,3457,0.5614694822100087
healing,0.6866314062993305,383,3617,3691,0.5613654836087781
nomination,0.6919215262251647,1089,2911,3863,0.5612218483044266
