term,jsd,count_legal,count_popular,neighbours,scaled_jsd
paradise,0.9624636819040029,3,1395,4185,0.995221027479092
exit,0.9553375384867672,9,1789,4136,0.995164410058027
scar,0.9815253475699164,10,777,3508,0.9951539338654504
pale,0.9250135361265163,35,3157,3420,0.9950292397660818
fid,0.9598054775112742,1377,54,4194,0.9949928469241774
boil,0.9421700729096101,10,2606,3705,0.9948717948717949
calk,0.9929190187377607,389,3,2046,0.9946236559139785
tints,0.9977751039919165,4,226,1212,0.9942244224422442
dish,0.9510472693395834,6,1978,4071,0.9941046425939573
buffalo,0.9548078765998153,1290,132,4190,0.9940334128878282
thy,0.8751920287090554,19,3981,323,0.9938080495356038
saints,0.9030816293303994,6,3994,2706,0.9937176644493718
hark,0.9558333606057843,3,1213,4137,0.9937152525985014
tie,0.8891810073970542,3246,754,2211,0.9936680235187698
sing,0.9079128145952317,135,3865,2965,0.9935919055649242
mane,0.9532529378710504,29,1370,4184,0.9935468451242829
aa,0.9063917482187028,3976,24,2935,0.993526405451448
hails,0.9970985037000137,7,107,601,0.9933444259567388
dew,0.9614896611071844,20,1015,3959,0.9931800959838343
fame,0.8715949125613606,3664,336,279,0.992831541218638
hind,0.9482496973472727,97,1558,4184,0.9928298279158699
airs,0.9733145791049064,24,687,3309,0.9927470534904805
slate,0.8818135428542984,3906,94,1905,0.9926509186351706
vales,0.9861447854403176,5,410,2156,0.9925788497217068
dost,0.9399028051999042,4,2039,4032,0.9925595238095238
ads,0.9526061220090938,1215,14,4143,0.9925174993965725
air,0.8503032620099901,166,3834,1050,0.9923809523809524
slim,0.9855898411174573,41,384,2201,0.9922762380736029
vale,0.9510724226983475,21,1192,4130,0.9922518159806295
hair,0.8567634741530432,21,3979,1652,0.9921307506053268
amen,0.9347729349170176,32,2021,4033,0.9920654599553682
socrates,0.9827720050601007,4,431,2253,0.9920106524633822
mood,0.9954558055103333,6,228,1233,0.991889699918897
wd,0.9482815664593924,505,802,4169,0.9918445670424563
lilies,0.9957055224644215,3,135,731,0.9917920656634747
groves,0.9456190015986321,12,1384,4184,0.9913957934990439
hell,0.8784302273802872,30,3970,2454,0.9910350448247759
miss,0.8554177396369386,3,3997,1550,0.9909677419354839
reverie,0.993701424915529,5,263,1413,0.9907997169143666
apostacy,0.9741517013036634,3,535,2700,0.9907407407407407
thou,0.8506070873077224,74,3926,429,0.9906759906759907
rom,0.9252800201245092,278,1973,3951,0.9906352822070362
cor,0.9209223187038091,434,1847,3936,0.9903455284552846
